"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.50000000000E+008, -2.38449206514E-002, +0.00000000000E+000
+2.50625000000E+008, -2.70771183384E-002, +0.00000000000E+000
+2.51250000000E+008, -2.65386905847E-002, +0.00000000000E+000
+2.51875000000E+008, -2.56895874490E-002, +0.00000000000E+000
+2.52500000000E+008, -2.41586123952E-002, +0.00000000000E+000
+2.53125000000E+008, -2.52585182883E-002, +0.00000000000E+000
+2.53750000000E+008, -2.64996989555E-002, +0.00000000000E+000
+2.54375000000E+008, -2.69460028130E-002, +0.00000000000E+000
+2.55000000000E+008, -2.54612060061E-002, +0.00000000000E+000
+2.55625000000E+008, -2.55298559545E-002, +0.00000000000E+000
+2.56250000000E+008, -2.73012984423E-002, +0.00000000000E+000
+2.56875000000E+008, -2.78501782323E-002, +0.00000000000E+000
+2.57500000000E+008, -2.74667915883E-002, +0.00000000000E+000
+2.58125000000E+008, -2.72611403565E-002, +0.00000000000E+000
+2.58750000000E+008, -2.83093775058E-002, +0.00000000000E+000
+2.59375000000E+008, -2.86123478162E-002, +0.00000000000E+000
+2.60000000000E+008, -2.74110564092E-002, +0.00000000000E+000
+2.60625000000E+008, -2.73039669566E-002, +0.00000000000E+000
+2.61250000000E+008, -2.75234213547E-002, +0.00000000000E+000
+2.61875000000E+008, -2.91597529184E-002, +0.00000000000E+000
+2.62500000000E+008, -2.94462531861E-002, +0.00000000000E+000
+2.63125000000E+008, -2.64647031508E-002, +0.00000000000E+000
+2.63750000000E+008, -2.67132180060E-002, +0.00000000000E+000
+2.64375000000E+008, -2.76676370310E-002, +0.00000000000E+000
+2.65000000000E+008, -2.85583342564E-002, +0.00000000000E+000
+2.65625000000E+008, -2.84100753468E-002, +0.00000000000E+000
+2.66250000000E+008, -2.66682666822E-002, +0.00000000000E+000
+2.66875000000E+008, -2.76236816127E-002, +0.00000000000E+000
+2.67500000000E+008, -2.73546675040E-002, +0.00000000000E+000
+2.68125000000E+008, -2.90067442241E-002, +0.00000000000E+000
+2.68750000000E+008, -2.96191200689E-002, +0.00000000000E+000
+2.69375000000E+008, -2.77820580093E-002, +0.00000000000E+000
+2.70000000000E+008, -2.90397117318E-002, +0.00000000000E+000
+2.70625000000E+008, -2.75066887446E-002, +0.00000000000E+000
+2.71250000000E+008, -3.14335179768E-002, +0.00000000000E+000
+2.71875000000E+008, -2.67077457025E-002, +0.00000000000E+000
+2.72500000000E+008, -2.66196602742E-002, +0.00000000000E+000
+2.73125000000E+008, -2.78388304981E-002, +0.00000000000E+000
+2.73750000000E+008, -2.77934949804E-002, +0.00000000000E+000
+2.74375000000E+008, -2.75508288611E-002, +0.00000000000E+000
+2.75000000000E+008, -2.56851761576E-002, +0.00000000000E+000
+2.75625000000E+008, -2.55019499554E-002, +0.00000000000E+000
+2.76250000000E+008, -2.78824212636E-002, +0.00000000000E+000
+2.76875000000E+008, -2.98280159407E-002, +0.00000000000E+000
+2.77500000000E+008, -2.58375915208E-002, +0.00000000000E+000
+2.78125000000E+008, -2.67383063540E-002, +0.00000000000E+000
+2.78750000000E+008, -2.55403825769E-002, +0.00000000000E+000
+2.79375000000E+008, -2.62909971282E-002, +0.00000000000E+000
+2.80000000000E+008, -2.74055450716E-002, +0.00000000000E+000
+2.80625000000E+008, -2.51460962084E-002, +0.00000000000E+000
+2.81250000000E+008, -2.36502801663E-002, +0.00000000000E+000
+2.81875000000E+008, -2.47810999634E-002, +0.00000000000E+000
+2.82500000000E+008, -2.53994169981E-002, +0.00000000000E+000
+2.83125000000E+008, -2.51481521523E-002, +0.00000000000E+000
+2.83750000000E+008, -2.45611638327E-002, +0.00000000000E+000
+2.84375000000E+008, -2.16773973619E-002, +0.00000000000E+000
+2.85000000000E+008, -2.45188571020E-002, +0.00000000000E+000
+2.85625000000E+008, -2.60699059455E-002, +0.00000000000E+000
