"# Channel 1"
"# Trace 4"
Frequency, Formatted Data, Formatted Data
+2.50000000000E+008, -4.04485761668E-002, +0.00000000000E+000
+2.50625000000E+008, -4.12890768898E-002, +0.00000000000E+000
+2.51250000000E+008, -3.98354957928E-002, +0.00000000000E+000
+2.51875000000E+008, -4.16852557641E-002, +0.00000000000E+000
+2.52500000000E+008, -4.01616905980E-002, +0.00000000000E+000
+2.53125000000E+008, -4.17132753226E-002, +0.00000000000E+000
+2.53750000000E+008, -4.18233211029E-002, +0.00000000000E+000
+2.54375000000E+008, -4.25584436758E-002, +0.00000000000E+000
+2.55000000000E+008, -4.00048763911E-002, +0.00000000000E+000
+2.55625000000E+008, -4.18511457628E-002, +0.00000000000E+000
+2.56250000000E+008, -4.28705957687E-002, +0.00000000000E+000
+2.56875000000E+008, -4.23310159006E-002, +0.00000000000E+000
+2.57500000000E+008, -4.30940341705E-002, +0.00000000000E+000
+2.58125000000E+008, -4.27759964163E-002, +0.00000000000E+000
+2.58750000000E+008, -4.17720604019E-002, +0.00000000000E+000
+2.59375000000E+008, -4.32753748453E-002, +0.00000000000E+000
+2.60000000000E+008, -4.33974492289E-002, +0.00000000000E+000
+2.60625000000E+008, -4.30023210710E-002, +0.00000000000E+000
+2.61250000000E+008, -4.20085149701E-002, +0.00000000000E+000
+2.61875000000E+008, -4.31624219814E-002, +0.00000000000E+000
+2.62500000000E+008, -4.32730643680E-002, +0.00000000000E+000
+2.63125000000E+008, -4.39431152512E-002, +0.00000000000E+000
+2.63750000000E+008, -4.39243484570E-002, +0.00000000000E+000
+2.64375000000E+008, -4.25246172712E-002, +0.00000000000E+000
+2.65000000000E+008, -4.46650568666E-002, +0.00000000000E+000
+2.65625000000E+008, -4.60930745995E-002, +0.00000000000E+000
+2.66250000000E+008, -4.32361133623E-002, +0.00000000000E+000
+2.66875000000E+008, -4.40258037061E-002, +0.00000000000E+000
+2.67500000000E+008, -4.54201099866E-002, +0.00000000000E+000
+2.68125000000E+008, -4.43330548764E-002, +0.00000000000E+000
+2.68750000000E+008, -4.48419398374E-002, +0.00000000000E+000
+2.69375000000E+008, -4.47529277878E-002, +0.00000000000E+000
+2.70000000000E+008, -4.53845407264E-002, +0.00000000000E+000
+2.70625000000E+008, -4.45716130923E-002, +0.00000000000E+000
+2.71250000000E+008, -4.61941588306E-002, +0.00000000000E+000
+2.71875000000E+008, -4.57118720925E-002, +0.00000000000E+000
+2.72500000000E+008, -4.57172576294E-002, +0.00000000000E+000
+2.73125000000E+008, -4.54088367697E-002, +0.00000000000E+000
+2.73750000000E+008, -4.45107961329E-002, +0.00000000000E+000
+2.74375000000E+008, -4.78420951281E-002, +0.00000000000E+000
+2.75000000000E+008, -4.60167240745E-002, +0.00000000000E+000
+2.75625000000E+008, -4.52953022564E-002, +0.00000000000E+000
+2.76250000000E+008, -4.56318280226E-002, +0.00000000000E+000
+2.76875000000E+008, -4.80896785205E-002, +0.00000000000E+000
+2.77500000000E+008, -4.75112338358E-002, +0.00000000000E+000
+2.78125000000E+008, -4.50826269373E-002, +0.00000000000E+000
+2.78750000000E+008, -4.57891665799E-002, +0.00000000000E+000
+2.79375000000E+008, -4.85762535624E-002, +0.00000000000E+000
+2.80000000000E+008, -4.65989714589E-002, +0.00000000000E+000
+2.80625000000E+008, -4.65299484150E-002, +0.00000000000E+000
+2.81250000000E+008, -4.79607662911E-002, +0.00000000000E+000
+2.81875000000E+008, -4.91046431541E-002, +0.00000000000E+000
+2.82500000000E+008, -4.80741729347E-002, +0.00000000000E+000
+2.83125000000E+008, -4.89856790042E-002, +0.00000000000E+000
+2.83750000000E+008, -4.79866002037E-002, +0.00000000000E+000
+2.84375000000E+008, -4.78886633285E-002, +0.00000000000E+000
+2.85000000000E+008, -4.84122571989E-002, +0.00000000000E+000
+2.85625000000E+008, -4.82014582345E-002, +0.00000000000E+000
+2.86250000000E+008, -4.98077414654E-002, +0.00000000000E+000
+2.86875000000E+008, -4.92526441376E-002, +0.00000000000E+000
+2.87500000000E+008, -4.91412446319E-002, +0.00000000000E+000
+2.88125000000E+008, -4.85659112965E-002, +0.00000000000E+000
+2.88750000000E+008, -5.14553462410E-002, +0.00000000000E+000
+2.89375000000E+008, -4.95966807694E-002, +0.00000000000E+000
+2.90000000000E+008, -4.90111196375E-002, +0.00000000000E+000
+2.90625000000E+008, -5.00942020922E-002, +0.00000000000E+000
+2.91250000000E+008, -5.06565907082E-002, +0.00000000000E+000
+2.91875000000E+008, -5.03957210946E-002, +0.00000000000E+000
+2.92500000000E+008, -4.86131140459E-002, +0.00000000000E+000
+2.93125000000E+008, -4.88180515583E-002, +0.00000000000E+000
+2.93750000000E+008, -5.03445661440E-002, +0.00000000000E+000
+2.94375000000E+008, -5.04553129011E-002, +0.00000000000E+000
+2.95000000000E+008, -5.23949849698E-002, +0.00000000000E+000
+2.95625000000E+008, -5.01989149889E-002, +0.00000000000E+000
+2.96250000000E+008, -5.08099859597E-002, +0.00000000000E+000
+2.96875000000E+008, -4.96430618230E-002, +0.00000000000E+000
+2.97500000000E+008, -4.98850924543E-002, +0.00000000000E+000
+2.98125000000E+008, -4.97642446494E-002, +0.00000000000E+000
+2.98750000000E+008, -5.28094416804E-002, +0.00000000000E+000
+2.99375000000E+008, -5.26038357075E-002, +0.00000000000E+000
+3.00000000000E+008, -5.34558341669E-002, +0.00000000000E+000
+3.00625000000E+008, -5.14053236989E-002, +0.00000000000E+000
+3.01250000000E+008, -5.21020233506E-002, +0.00000000000E+000
+3.01875000000E+008, -5.08410599975E-002, +0.00000000000E+000
+3.02500000000E+008, -5.21356805438E-002, +0.00000000000E+000
+3.03125000000E+008, -5.18348662251E-002, +0.00000000000E+000
+3.03750000000E+008, -5.26832747388E-002, +0.00000000000E+000
+3.04375000000E+008, -5.23730943338E-002, +0.00000000000E+000
+3.05000000000E+008, -5.26475802242E-002, +0.00000000000E+000
+3.05625000000E+008, -5.30706380596E-002, +0.00000000000E+000
+3.06250000000E+008, -5.11681565694E-002, +0.00000000000E+000
+3.06875000000E+008, -5.34874400799E-002, +0.00000000000E+000
+3.07500000000E+008, -5.21653823758E-002, +0.00000000000E+000
+3.08125000000E+008, -5.13578294823E-002, +0.00000000000E+000
+3.08750000000E+008, -5.40612802901E-002, +0.00000000000E+000
+3.09375000000E+008, -5.54757978317E-002, +0.00000000000E+000
+3.10000000000E+008, -5.24061550170E-002, +0.00000000000E+000
+3.10625000000E+008, -5.50568779117E-002, +0.00000000000E+000
+3.11250000000E+008, -5.38484638226E-002, +0.00000000000E+000
+3.11875000000E+008, -5.58326557492E-002, +0.00000000000E+000
+3.12500000000E+008, -5.65234055968E-002, +0.00000000000E+000
+3.13125000000E+008, -5.52191823348E-002, +0.00000000000E+000
+3.13750000000E+008, -5.57260113161E-002, +0.00000000000E+000
+3.14375000000E+008, -5.34467489899E-002, +0.00000000000E+000
+3.15000000000E+008, -5.62522159978E-002, +0.00000000000E+000
+3.15625000000E+008, -5.37408773108E-002, +0.00000000000E+000
+3.16250000000E+008, -5.52278310176E-002, +0.00000000000E+000
+3.16875000000E+008, -5.60442913555E-002, +0.00000000000E+000
+3.17500000000E+008, -5.51800837640E-002, +0.00000000000E+000
+3.18125000000E+008, -5.67552423075E-002, +0.00000000000E+000
+3.18750000000E+008, -5.58455657019E-002, +0.00000000000E+000
+3.19375000000E+008, -5.66082017168E-002, +0.00000000000E+000
+3.20000000000E+008, -5.54529980996E-002, +0.00000000000E+000
+3.20625000000E+008, -5.63212235045E-002, +0.00000000000E+000
+3.21250000000E+008, -5.92891163722E-002, +0.00000000000E+000
+3.21875000000E+008, -5.59842889572E-002, +0.00000000000E+000
+3.22500000000E+008, -5.70058841071E-002, +0.00000000000E+000
+3.23125000000E+008, -5.64075591152E-002, +0.00000000000E+000
+3.23750000000E+008, -5.98928165565E-002, +0.00000000000E+000
+3.24375000000E+008, -5.79292785779E-002, +0.00000000000E+000
+3.25000000000E+008, -6.06168019937E-002, +0.00000000000E+000
+3.25625000000E+008, -5.74597919412E-002, +0.00000000000E+000
+3.26250000000E+008, -5.94341618515E-002, +0.00000000000E+000
+3.26875000000E+008, -6.09050215901E-002, +0.00000000000E+000
+3.27500000000E+008, -5.73921219084E-002, +0.00000000000E+000
+3.28125000000E+008, -5.70498418894E-002, +0.00000000000E+000
+3.28750000000E+008, -5.72244696473E-002, +0.00000000000E+000
+3.29375000000E+008, -6.02025627396E-002, +0.00000000000E+000
+3.30000000000E+008, -6.22920633491E-002, +0.00000000000E+000
+3.30625000000E+008, -6.11927807318E-002, +0.00000000000E+000
+3.31250000000E+008, -5.83225088596E-002, +0.00000000000E+000
+3.31875000000E+008, -5.91156707739E-002, +0.00000000000E+000
+3.32500000000E+008, -6.00609554702E-002, +0.00000000000E+000
+3.33125000000E+008, -6.07965028913E-002, +0.00000000000E+000
+3.33750000000E+008, -5.97523120298E-002, +0.00000000000E+000
+3.34375000000E+008, -6.02371106901E-002, +0.00000000000E+000
+3.35000000000E+008, -6.03171439456E-002, +0.00000000000E+000
+3.35625000000E+008, -6.24056534350E-002, +0.00000000000E+000
+3.36250000000E+008, -6.34281900566E-002, +0.00000000000E+000
+3.36875000000E+008, -6.20411451041E-002, +0.00000000000E+000
+3.37500000000E+008, -6.29534510859E-002, +0.00000000000E+000
+3.38125000000E+008, -6.31910494153E-002, +0.00000000000E+000
+3.38750000000E+008, -6.38924666611E-002, +0.00000000000E+000
+3.39375000000E+008, -6.25908917043E-002, +0.00000000000E+000
+3.40000000000E+008, -6.50566247101E-002, +0.00000000000E+000
+3.40625000000E+008, -6.25779181696E-002, +0.00000000000E+000
+3.41250000000E+008, -6.37599560576E-002, +0.00000000000E+000
+3.41875000000E+008, -6.40854512309E-002, +0.00000000000E+000
+3.42500000000E+008, -6.24437762921E-002, +0.00000000000E+000
+3.43125000000E+008, -6.34313006611E-002, +0.00000000000E+000
+3.43750000000E+008, -6.39998487316E-002, +0.00000000000E+000
