"# Channel 1"
"# Trace 3"
Frequency, Formatted Data, Formatted Data
+2.50000000000E+008, -4.16335994959E-002, +0.00000000000E+000
+2.50625000000E+008, -4.35942715747E-002, +0.00000000000E+000
+2.51250000000E+008, -4.21099767329E-002, +0.00000000000E+000
+2.51875000000E+008, -4.36651820953E-002, +0.00000000000E+000
+2.52500000000E+008, -4.28206144242E-002, +0.00000000000E+000
+2.53125000000E+008, -4.44149304034E-002, +0.00000000000E+000
+2.53750000000E+008, -4.21248061201E-002, +0.00000000000E+000
+2.54375000000E+008, -4.23249537820E-002, +0.00000000000E+000
+2.55000000000E+008, -4.32519937905E-002, +0.00000000000E+000
+2.55625000000E+008, -4.42020227264E-002, +0.00000000000E+000
+2.56250000000E+008, -4.27687977191E-002, +0.00000000000E+000
+2.56875000000E+008, -4.06972031547E-002, +0.00000000000E+000
+2.57500000000E+008, -4.19638839817E-002, +0.00000000000E+000
+2.58125000000E+008, -4.32583383696E-002, +0.00000000000E+000
+2.58750000000E+008, -4.49802656312E-002, +0.00000000000E+000
+2.59375000000E+008, -4.17327795214E-002, +0.00000000000E+000
+2.60000000000E+008, -4.18518242993E-002, +0.00000000000E+000
+2.60625000000E+008, -4.52839220295E-002, +0.00000000000E+000
+2.61250000000E+008, -4.38951863817E-002, +0.00000000000E+000
+2.61875000000E+008, -4.53583516782E-002, +0.00000000000E+000
+2.62500000000E+008, -4.27373099702E-002, +0.00000000000E+000
+2.63125000000E+008, -4.29949437849E-002, +0.00000000000E+000
+2.63750000000E+008, -4.46948511277E-002, +0.00000000000E+000
+2.64375000000E+008, -4.56240599670E-002, +0.00000000000E+000
+2.65000000000E+008, -4.39841250946E-002, +0.00000000000E+000
+2.65625000000E+008, -4.25798632679E-002, +0.00000000000E+000
+2.66250000000E+008, -4.37591487550E-002, +0.00000000000E+000
+2.66875000000E+008, -4.53214043716E-002, +0.00000000000E+000
+2.67500000000E+008, -4.54190559391E-002, +0.00000000000E+000
+2.68125000000E+008, -4.46153650801E-002, +0.00000000000E+000
+2.68750000000E+008, -4.35719083726E-002, +0.00000000000E+000
+2.69375000000E+008, -4.47695341653E-002, +0.00000000000E+000
+2.70000000000E+008, -4.62099491380E-002, +0.00000000000E+000
+2.70625000000E+008, -4.52184377327E-002, +0.00000000000E+000
+2.71250000000E+008, -4.18620223297E-002, +0.00000000000E+000
+2.71875000000E+008, -4.56465850203E-002, +0.00000000000E+000
+2.72500000000E+008, -4.46180074530E-002, +0.00000000000E+000
+2.73125000000E+008, -4.59229995894E-002, +0.00000000000E+000
+2.73750000000E+008, -4.34818049249E-002, +0.00000000000E+000
+2.74375000000E+008, -4.47733127596E-002, +0.00000000000E+000
+2.75000000000E+008, -4.65482787576E-002, +0.00000000000E+000
+2.75625000000E+008, -4.46784068310E-002, +0.00000000000E+000
+2.76250000000E+008, -4.75276752435E-002, +0.00000000000E+000
+2.76875000000E+008, -4.43643515430E-002, +0.00000000000E+000
+2.77500000000E+008, -4.55803014204E-002, +0.00000000000E+000
+2.78125000000E+008, -4.50592042996E-002, +0.00000000000E+000
+2.78750000000E+008, -4.75753496953E-002, +0.00000000000E+000
+2.79375000000E+008, -4.75664424427E-002, +0.00000000000E+000
+2.80000000000E+008, -4.49747686801E-002, +0.00000000000E+000
+2.80625000000E+008, -4.57312768302E-002, +0.00000000000E+000
+2.81250000000E+008, -4.51095630666E-002, +0.00000000000E+000
+2.81875000000E+008, -4.56219789740E-002, +0.00000000000E+000
+2.82500000000E+008, -4.39975420810E-002, +0.00000000000E+000
+2.83125000000E+008, -4.50441082626E-002, +0.00000000000E+000
+2.83750000000E+008, -4.73192844226E-002, +0.00000000000E+000
+2.84375000000E+008, -4.75061321827E-002, +0.00000000000E+000
+2.85000000000E+008, -4.87230590412E-002, +0.00000000000E+000
+2.85625000000E+008, -4.60471399620E-002, +0.00000000000E+000
+2.86250000000E+008, -4.78290417263E-002, +0.00000000000E+000
+2.86875000000E+008, -4.73338493180E-002, +0.00000000000E+000
+2.87500000000E+008, -4.80049824707E-002, +0.00000000000E+000
+2.88125000000E+008, -4.76891199395E-002, +0.00000000000E+000
+2.88750000000E+008, -4.52182844539E-002, +0.00000000000E+000
+2.89375000000E+008, -4.69128702123E-002, +0.00000000000E+000
+2.90000000000E+008, -4.68650380278E-002, +0.00000000000E+000
+2.90625000000E+008, -4.72040196160E-002, +0.00000000000E+000
+2.91250000000E+008, -4.71414172325E-002, +0.00000000000E+000
+2.91875000000E+008, -4.66535063459E-002, +0.00000000000E+000
+2.92500000000E+008, -4.71495981058E-002, +0.00000000000E+000
+2.93125000000E+008, -4.65526208031E-002, +0.00000000000E+000
+2.93750000000E+008, -4.79239821082E-002, +0.00000000000E+000
+2.94375000000E+008, -4.64224786327E-002, +0.00000000000E+000
+2.95000000000E+008, -4.73275920494E-002, +0.00000000000E+000
+2.95625000000E+008, -4.92090701929E-002, +0.00000000000E+000
+2.96250000000E+008, -4.76244660697E-002, +0.00000000000E+000
+2.96875000000E+008, -4.65675871881E-002, +0.00000000000E+000
+2.97500000000E+008, -4.67204888057E-002, +0.00000000000E+000
+2.98125000000E+008, -4.79734785682E-002, +0.00000000000E+000
+2.98750000000E+008, -4.80677326553E-002, +0.00000000000E+000
+2.99375000000E+008, -4.74803893316E-002, +0.00000000000E+000
+3.00000000000E+008, -4.74917124508E-002, +0.00000000000E+000
+3.00625000000E+008, -4.83197147062E-002, +0.00000000000E+000
+3.01250000000E+008, -4.91031040609E-002, +0.00000000000E+000
+3.01875000000E+008, -4.79746220039E-002, +0.00000000000E+000
+3.02500000000E+008, -4.82021020586E-002, +0.00000000000E+000
+3.03125000000E+008, -4.81463142345E-002, +0.00000000000E+000
+3.03750000000E+008, -4.99207504528E-002, +0.00000000000E+000
+3.04375000000E+008, -4.76592198603E-002, +0.00000000000E+000
+3.05000000000E+008, -4.96659479838E-002, +0.00000000000E+000
+3.05625000000E+008, -4.88662651214E-002, +0.00000000000E+000
+3.06250000000E+008, -4.83252339314E-002, +0.00000000000E+000
+3.06875000000E+008, -4.90354469331E-002, +0.00000000000E+000
+3.07500000000E+008, -5.07976229996E-002, +0.00000000000E+000
+3.08125000000E+008, -4.78642902990E-002, +0.00000000000E+000
+3.08750000000E+008, -4.78321327571E-002, +0.00000000000E+000
+3.09375000000E+008, -4.87282862983E-002, +0.00000000000E+000
+3.10000000000E+008, -4.96418852958E-002, +0.00000000000E+000
+3.10625000000E+008, -4.93464205379E-002, +0.00000000000E+000
+3.11250000000E+008, -4.83042541710E-002, +0.00000000000E+000
+3.11875000000E+008, -4.80148099112E-002, +0.00000000000E+000
+3.12500000000E+008, -4.72819296889E-002, +0.00000000000E+000
+3.13125000000E+008, -4.98859944732E-002, +0.00000000000E+000
+3.13750000000E+008, -4.89925688450E-002, +0.00000000000E+000
+3.14375000000E+008, -4.85757179005E-002, +0.00000000000E+000
+3.15000000000E+008, -4.79503441215E-002, +0.00000000000E+000
+3.15625000000E+008, -5.06104889212E-002, +0.00000000000E+000
+3.16250000000E+008, -4.94087864072E-002, +0.00000000000E+000
+3.16875000000E+008, -5.15619584310E-002, +0.00000000000E+000
+3.17500000000E+008, -4.98557446853E-002, +0.00000000000E+000
+3.18125000000E+008, -4.73189622211E-002, +0.00000000000E+000
+3.18750000000E+008, -4.95467619697E-002, +0.00000000000E+000
+3.19375000000E+008, -5.12293862448E-002, +0.00000000000E+000
+3.20000000000E+008, -5.10765365319E-002, +0.00000000000E+000
+3.20625000000E+008, -4.92000090637E-002, +0.00000000000E+000
+3.21250000000E+008, -4.93094580577E-002, +0.00000000000E+000
+3.21875000000E+008, -5.14442537101E-002, +0.00000000000E+000
+3.22500000000E+008, -4.93342499671E-002, +0.00000000000E+000
+3.23125000000E+008, -4.92331517865E-002, +0.00000000000E+000
+3.23750000000E+008, -5.12233479431E-002, +0.00000000000E+000
+3.24375000000E+008, -5.12210406225E-002, +0.00000000000E+000
+3.25000000000E+008, -5.20227445886E-002, +0.00000000000E+000
+3.25625000000E+008, -4.98309289722E-002, +0.00000000000E+000
+3.26250000000E+008, -4.98093620061E-002, +0.00000000000E+000
+3.26875000000E+008, -5.01870489791E-002, +0.00000000000E+000
+3.27500000000E+008, -4.99815446903E-002, +0.00000000000E+000
+3.28125000000E+008, -5.07696975071E-002, +0.00000000000E+000
+3.28750000000E+008, -5.09239728897E-002, +0.00000000000E+000
+3.29375000000E+008, -4.94124612280E-002, +0.00000000000E+000
+3.30000000000E+008, -5.15365061829E-002, +0.00000000000E+000
+3.30625000000E+008, -4.98552123930E-002, +0.00000000000E+000
+3.31250000000E+008, -5.26957148882E-002, +0.00000000000E+000
+3.31875000000E+008, -5.05351620721E-002, +0.00000000000E+000
+3.32500000000E+008, -4.97630543395E-002, +0.00000000000E+000
+3.33125000000E+008, -5.30705686460E-002, +0.00000000000E+000
+3.33750000000E+008, -5.06246577764E-002, +0.00000000000E+000
+3.34375000000E+008, -5.10406132430E-002, +0.00000000000E+000
+3.35000000000E+008, -5.03285671602E-002, +0.00000000000E+000
+3.35625000000E+008, -5.09809591776E-002, +0.00000000000E+000
+3.36250000000E+008, -5.20971237188E-002, +0.00000000000E+000
+3.36875000000E+008, -5.04135210017E-002, +0.00000000000E+000
+3.37500000000E+008, -4.97192437728E-002, +0.00000000000E+000
+3.38125000000E+008, -5.04424242241E-002, +0.00000000000E+000
+3.38750000000E+008, -5.12500416281E-002, +0.00000000000E+000
+3.39375000000E+008, -5.27322152415E-002, +0.00000000000E+000
+3.40000000000E+008, -5.14971638193E-002, +0.00000000000E+000
+3.40625000000E+008, -5.20136016688E-002, +0.00000000000E+000
+3.41250000000E+008, -5.23236270790E-002, +0.00000000000E+000
+3.41875000000E+008, -5.26912378022E-002, +0.00000000000E+000
+3.42500000000E+008, -5.14409779989E-002, +0.00000000000E+000
+3.43125000000E+008, -5.21676000570E-002, +0.00000000000E+000
+3.43750000000E+008, -5.00307965208E-002, +0.00000000000E+000
+3.44375000000E+008, -5.15610368632E-002, +0.00000000000E+000
+3.45000000000E+008, -5.07202061026E-002, +0.00000000000E+000
+3.45625000000E+008, -4.97329178661E-002, +0.00000000000E+000
+3.46250000000E+008, -5.16691100479E-002, +0.00000000000E+000
+3.46875000000E+008, -5.14091258225E-002, +0.00000000000E+000
+3.47500000000E+008, -5.30120730723E-002, +0.00000000000E+000
+3.48125000000E+008, -5.09161239379E-002, +0.00000000000E+000
+3.48750000000E+008, -5.22553451686E-002, +0.00000000000E+000
+3.49375000000E+008, -5.10057803127E-002, +0.00000000000E+000
+3.50000000000E+008, -5.15136391214E-002, +0.00000000000E+000
